reviewer_id,review_position,review_uid,row_uid,case_uid,seed,method,part_size,footprint_change
reviewer_1,1,item_45dada8dba19,gt-diagnostic-v2::rk2_n15_gt::synth_0035::seed_000,synth_0035,0,rk2_n15_gt,small,expansion
reviewer_1,2,item_e1fa71bbcd96,gt-diagnostic-v2::rk2_n15_gt::synth_0046::seed_000,synth_0046,0,rk2_n15_gt,large,comparable
reviewer_1,3,item_124e52dc52e1,gt-diagnostic-v2::rk2_gt::synth_0009::seed_000,synth_0009,0,rk2_gt,large,comparable
reviewer_1,4,item_6b84759daf6c,gt-diagnostic-v2::rk2_n15_auto::synth_0010::seed_000,synth_0010,0,rk2_n15_auto,medium,comparable
reviewer_1,5,item_597465409638,gt-diagnostic-v2::rk2_n15_gt::synth_0030::seed_000,synth_0030,0,rk2_n15_gt,small,contraction
reviewer_1,6,item_2176877c6721,gt-diagnostic-v2::rk2_n15_gt::synth_0051::seed_000,synth_0051,0,rk2_n15_gt,small,comparable
reviewer_1,7,item_30338ac34616,gt-diagnostic-v2::rk2_gt::synth_0038::seed_000,synth_0038,0,rk2_gt,large,expansion
reviewer_1,8,item_182b08c7f7de,gt-diagnostic-v2::rk2_auto::synth_0002::seed_000,synth_0002,0,rk2_auto,large,comparable
reviewer_1,9,item_69b4de75a8c5,gt-diagnostic-v2::rk2_gt::synth_0005::seed_000,synth_0005,0,rk2_gt,medium,comparable
reviewer_1,10,item_c00791735bdb,gt-diagnostic-v2::rk2_gt::synth_0000::seed_000,synth_0000,0,rk2_gt,small,comparable
reviewer_1,11,item_b497a65068c7,gt-diagnostic-v2::endpoint_auto::synth_0020::seed_000,synth_0020,0,endpoint_auto,large,comparable
reviewer_1,12,item_2bacc19567e0,gt-diagnostic-v2::rk2_gt::synth_0006::seed_000,synth_0006,0,rk2_gt,small,comparable
reviewer_1,13,item_abe9d361e756,gt-diagnostic-v2::rk2_n15_gt::synth_0026::seed_000,synth_0026,0,rk2_n15_gt,small,expansion
reviewer_1,14,item_85e416e01a2f,gt-diagnostic-v2::rk2_gt::synth_0032::seed_000,synth_0032,0,rk2_gt,small,expansion
reviewer_1,15,item_4a51b98410a4,gt-diagnostic-v2::rk2_auto::synth_0031::seed_000,synth_0031,0,rk2_auto,medium,expansion
reviewer_1,16,item_d2c144690d63,gt-diagnostic-v2::endpoint_auto::synth_0003::seed_000,synth_0003,0,endpoint_auto,large,comparable
reviewer_1,17,item_eb60950c3170,gt-diagnostic-v2::rk2_n15_auto::synth_0011::seed_000,synth_0011,0,rk2_n15_auto,small,comparable
reviewer_1,18,item_5c2abecf0812,gt-diagnostic-v2::rk2_n15_auto::synth_0056::seed_000,synth_0056,0,rk2_n15_auto,medium,comparable
reviewer_1,19,item_cfa3f23825c9,gt-diagnostic-v2::rk2_gt::synth_0016::seed_000,synth_0016,0,rk2_gt,large,comparable
reviewer_1,20,item_02138830745c,gt-diagnostic-v2::endpoint_gt::synth_0026::seed_000,synth_0026,0,endpoint_gt,small,expansion
reviewer_1,21,item_94e6733b2ca5,gt-diagnostic-v2::rk2_gt::synth_0028::seed_000,synth_0028,0,rk2_gt,small,comparable
reviewer_1,22,item_b555155249e5,gt-diagnostic-v2::rk2_auto::synth_0012::seed_000,synth_0012,0,rk2_auto,large,comparable
reviewer_1,23,item_bdfa59edb03b,gt-diagnostic-v2::rk2_n15_gt::synth_0012::seed_000,synth_0012,0,rk2_n15_gt,large,comparable
reviewer_1,24,item_99a3e9883be5,gt-diagnostic-v2::rk2_auto::synth_0005::seed_000,synth_0005,0,rk2_auto,medium,comparable
reviewer_1,25,item_c386ebc89920,gt-diagnostic-v2::rk2_n15_gt::synth_0055::seed_000,synth_0055,0,rk2_n15_gt,large,comparable
reviewer_1,26,item_4c7e3a6e6a9f,gt-diagnostic-v2::rk2_gt::synth_0035::seed_000,synth_0035,0,rk2_gt,small,expansion
reviewer_1,27,item_5213931b4068,gt-diagnostic-v2::rk2_gt::synth_0059::seed_000,synth_0059,0,rk2_gt,medium,comparable
reviewer_1,28,item_174887985d9c,gt-diagnostic-v2::rk2_auto::synth_0027::seed_000,synth_0027,0,rk2_auto,large,comparable
reviewer_1,29,item_ed24085c3c8e,gt-diagnostic-v2::endpoint_gt::synth_0006::seed_000,synth_0006,0,endpoint_gt,small,comparable
reviewer_1,30,item_ff1b7a12d33d,gt-diagnostic-v2::endpoint_gt::synth_0037::seed_000,synth_0037,0,endpoint_gt,small,expansion
reviewer_1,31,item_bdafcb92483d,gt-diagnostic-v2::rk2_n15_auto::synth_0033::seed_000,synth_0033,0,rk2_n15_auto,medium,comparable
reviewer_1,32,item_2291015d44b7,gt-diagnostic-v2::rk2_n15_auto::synth_0030::seed_000,synth_0030,0,rk2_n15_auto,small,contraction
reviewer_1,33,item_bbf9c8243464,gt-diagnostic-v2::rk2_n15_auto::synth_0038::seed_000,synth_0038,0,rk2_n15_auto,large,expansion
reviewer_1,34,item_d9596d60871b,gt-diagnostic-v2::rk2_n15_auto::synth_0002::seed_000,synth_0002,0,rk2_n15_auto,large,comparable
reviewer_1,35,item_39b1816beb15,gt-diagnostic-v2::rk2_auto::synth_0034::seed_000,synth_0034,0,rk2_auto,small,expansion
reviewer_1,36,item_4255a7d199b8,gt-diagnostic-v2::endpoint_gt::synth_0010::seed_000,synth_0010,0,endpoint_gt,medium,comparable
reviewer_1,37,item_825fb4159398,gt-diagnostic-v2::rk2_n15_gt::synth_0031::seed_000,synth_0031,0,rk2_n15_gt,medium,expansion
reviewer_1,38,item_7278b95ac83c,gt-diagnostic-v2::rk2_n15_auto::synth_0031::seed_000,synth_0031,0,rk2_n15_auto,medium,expansion
reviewer_1,39,item_e0396ee401e3,gt-diagnostic-v2::rk2_n15_auto::synth_0012::seed_000,synth_0012,0,rk2_n15_auto,large,comparable
reviewer_1,40,item_56907b42b591,gt-diagnostic-v2::endpoint_auto::synth_0052::seed_000,synth_0052,0,endpoint_auto,medium,comparable
reviewer_1,41,item_ec5b73a81c14,gt-diagnostic-v2::endpoint_auto::synth_0047::seed_000,synth_0047,0,endpoint_auto,large,comparable
reviewer_1,42,item_1cb7ef7113f6,gt-diagnostic-v2::rk2_gt::synth_0025::seed_000,synth_0025,0,rk2_gt,medium,comparable
reviewer_1,43,item_0df1af2db84d,gt-diagnostic-v2::rk2_gt::synth_0031::seed_000,synth_0031,0,rk2_gt,medium,expansion
reviewer_1,44,item_73d48fb8f708,gt-diagnostic-v2::endpoint_auto::synth_0013::seed_000,synth_0013,0,endpoint_auto,small,comparable
reviewer_1,45,item_c80ce6f7e697,gt-diagnostic-v2::endpoint_auto::synth_0058::seed_000,synth_0058,0,endpoint_auto,medium,comparable
reviewer_1,46,item_aa6f575ad293,gt-diagnostic-v2::rk2_n15_auto::synth_0043::seed_000,synth_0043,0,rk2_n15_auto,small,expansion
reviewer_1,47,item_14d7bcc2eda6,gt-diagnostic-v2::endpoint_gt::synth_0019::seed_000,synth_0019,0,endpoint_gt,medium,comparable
reviewer_1,48,item_ca8b7d824f70,gt-diagnostic-v2::rk2_n15_auto::synth_0053::seed_000,synth_0053,0,rk2_n15_auto,large,comparable
reviewer_1,49,item_8bb5bef28700,gt-diagnostic-v2::endpoint_gt::synth_0023::seed_000,synth_0023,0,endpoint_gt,small,comparable
reviewer_1,50,item_370f69f516f0,gt-diagnostic-v2::rk2_gt::synth_0037::seed_000,synth_0037,0,rk2_gt,small,expansion
reviewer_1,51,item_edca7a6a6ece,gt-diagnostic-v2::rk2_gt::synth_0041::seed_000,synth_0041,0,rk2_gt,medium,expansion
reviewer_1,52,item_4ab4f0bc2b08,gt-diagnostic-v2::rk2_n15_gt::synth_0002::seed_000,synth_0002,0,rk2_n15_gt,large,comparable
reviewer_1,53,item_53144568a59a,gt-diagnostic-v2::endpoint_auto::synth_0011::seed_000,synth_0011,0,endpoint_auto,small,comparable
reviewer_1,54,item_6e8539d7d2dd,gt-diagnostic-v2::rk2_auto::synth_0014::seed_000,synth_0014,0,rk2_auto,medium,comparable
reviewer_1,55,item_d887cbd19e63,gt-diagnostic-v2::rk2_n15_auto::synth_0018::seed_000,synth_0018,0,rk2_n15_auto,medium,comparable
reviewer_1,56,item_e055ca2e1664,gt-diagnostic-v2::rk2_n15_auto::synth_0023::seed_000,synth_0023,0,rk2_n15_auto,small,comparable
reviewer_1,57,item_6b6aa421d93d,gt-diagnostic-v2::rk2_auto::synth_0004::seed_000,synth_0004,0,rk2_auto,medium,comparable
