reviewer_id,review_position,review_uid,row_uid,case_uid,seed,method,part_size,footprint_change
reviewer_1,1,item_e99290457fed,gt_prefix_diagnostic_v1::synth_0032::N07,synth_0032,0,N07,small,expansion
reviewer_1,2,item_6d9f804438bf,gt_prefix_diagnostic_v1::synth_0032::N06,synth_0032,0,N06,small,expansion
reviewer_1,3,item_03c93deaee5b,gt_prefix_diagnostic_v1::synth_0038::N03,synth_0038,0,N03,large,expansion
reviewer_1,4,item_386815f79353,gt_prefix_diagnostic_v1::synth_0033::N09,synth_0033,0,N09,medium,comparable
reviewer_1,5,item_f5fe8807b4e0,gt_prefix_diagnostic_v1::synth_0036::N12,synth_0036,0,N12,medium,comparable
reviewer_1,6,item_9e524bc02fe7,gt_prefix_diagnostic_v1::synth_0036::N10,synth_0036,0,N10,medium,comparable
reviewer_1,7,item_19da7e4fda8b,gt_prefix_diagnostic_v1::synth_0036::N07,synth_0036,0,N07,medium,comparable
reviewer_1,8,item_5732b87d69f0,gt_prefix_diagnostic_v1::synth_0032::N04,synth_0032,0,N04,small,expansion
reviewer_1,9,item_4937eac1a79f,gt_prefix_diagnostic_v1::synth_0043::N12,synth_0043,0,N12,small,expansion
reviewer_1,10,item_b431cc977c56,gt_prefix_diagnostic_v1::synth_0036::N08,synth_0036,0,N08,medium,comparable
reviewer_1,11,item_4bf124d8278e,gt_prefix_diagnostic_v1::synth_0043::N06,synth_0043,0,N06,small,expansion
reviewer_1,12,item_55ce6be828af,gt_prefix_diagnostic_v1::synth_0028::N12,synth_0028,0,N12,small,comparable
reviewer_1,13,item_f99391656aa5,gt_prefix_diagnostic_v1::synth_0028::N13,synth_0028,0,N13,small,comparable
reviewer_1,14,item_3a4c5c6412a2,gt_prefix_diagnostic_v1::synth_0033::N06,synth_0033,0,N06,medium,comparable
reviewer_1,15,item_eb8130e14598,gt_prefix_diagnostic_v1::synth_0028::N08,synth_0028,0,N08,small,comparable
reviewer_1,16,item_ff6f4744302a,gt_prefix_diagnostic_v1::synth_0036::N04,synth_0036,0,N04,medium,comparable
reviewer_1,17,item_289ff283e4f3,gt_prefix_diagnostic_v1::synth_0032::N08,synth_0032,0,N08,small,expansion
reviewer_1,18,item_282df0f40aad,gt_prefix_diagnostic_v1::synth_0028::N05,synth_0028,0,N05,small,comparable
reviewer_1,19,item_bf4b205ff435,gt_prefix_diagnostic_v1::synth_0038::N08,synth_0038,0,N08,large,expansion
reviewer_1,20,item_17bd938615cb,gt_prefix_diagnostic_v1::synth_0028::N02,synth_0028,0,N02,small,comparable
reviewer_1,21,item_8ef4547b0bc2,gt_prefix_diagnostic_v1::synth_0043::N10,synth_0043,0,N10,small,expansion
reviewer_1,22,item_6ebb40567e5b,gt_prefix_diagnostic_v1::synth_0033::N01,synth_0033,0,N01,medium,comparable
reviewer_1,23,item_06fd26c0992f,gt_prefix_diagnostic_v1::synth_0038::N06,synth_0038,0,N06,large,expansion
reviewer_1,24,item_6cbc330d9899,gt_prefix_diagnostic_v1::synth_0028::N04,synth_0028,0,N04,small,comparable
reviewer_1,25,item_05cd445706e1,gt_prefix_diagnostic_v1::synth_0038::N00,synth_0038,0,N00,large,expansion
reviewer_1,26,item_5350a12ef07f,gt_prefix_diagnostic_v1::synth_0036::N11,synth_0036,0,N11,medium,comparable
reviewer_1,27,item_77fc7ea757db,gt_prefix_diagnostic_v1::synth_0043::N09,synth_0043,0,N09,small,expansion
reviewer_1,28,item_578399b49354,gt_prefix_diagnostic_v1::synth_0036::N13,synth_0036,0,N13,medium,comparable
reviewer_1,29,item_7997f383f4b0,gt_prefix_diagnostic_v1::synth_0028::N07,synth_0028,0,N07,small,comparable
reviewer_1,30,item_b634acf58fa9,gt_prefix_diagnostic_v1::synth_0033::N00,synth_0033,0,N00,medium,comparable
reviewer_1,31,item_84be5eedb78f,gt_prefix_diagnostic_v1::synth_0038::N11,synth_0038,0,N11,large,expansion
reviewer_1,32,item_34742f80dd10,gt_prefix_diagnostic_v1::synth_0036::N05,synth_0036,0,N05,medium,comparable
reviewer_1,33,item_f41112f1540d,gt_prefix_diagnostic_v1::synth_0033::N04,synth_0033,0,N04,medium,comparable
reviewer_1,34,item_8f07a3cf9acf,gt_prefix_diagnostic_v1::synth_0032::N13,synth_0032,0,N13,small,expansion
reviewer_1,35,item_e25b556369a1,gt_prefix_diagnostic_v1::synth_0036::N01,synth_0036,0,N01,medium,comparable
reviewer_1,36,item_0a65d0d9952e,gt_prefix_diagnostic_v1::synth_0038::N09,synth_0038,0,N09,large,expansion
reviewer_1,37,item_532151e9f839,gt_prefix_diagnostic_v1::synth_0028::N11,synth_0028,0,N11,small,comparable
reviewer_1,38,item_0dad6992697a,gt_prefix_diagnostic_v1::synth_0032::N03,synth_0032,0,N03,small,expansion
reviewer_1,39,item_7b56b3a74d59,gt_prefix_diagnostic_v1::synth_0032::N00,synth_0032,0,N00,small,expansion
reviewer_1,40,item_bf413428a125,gt_prefix_diagnostic_v1::synth_0032::N11,synth_0032,0,N11,small,expansion
reviewer_1,41,item_13458d64dc3e,gt_prefix_diagnostic_v1::synth_0033::N03,synth_0033,0,N03,medium,comparable
reviewer_1,42,item_19312c424e03,gt_prefix_diagnostic_v1::synth_0038::N01,synth_0038,0,N01,large,expansion
